evaluations raw_y
1 -2569.0000000000
6 -1838.0000000000
8 -946.0000000000
17 -346.0000000000
19 -166.0000000000
20 -40.0000000000
129 -39.0000000000
185 -38.0000000000
252 -37.0000000000
313 -36.0000000000
344 -35.0000000000
370 -34.0000000000
501 -33.0000000000
615 -32.0000000000
853 -31.0000000000
1280 -30.0000000000
1558 -29.0000000000
1621 -28.0000000000
1649 -27.0000000000
1867 -26.0000000000
1943 -25.0000000000
2037 -24.0000000000
2109 -23.0000000000
2411 -22.0000000000
2454 -21.0000000000
2552 -20.0000000000
2605 -19.0000000000
2778 -18.0000000000
2964 -17.0000000000
3069 -16.0000000000
3127 -15.0000000000
3169 -14.0000000000
3291 -13.0000000000
3450 -12.0000000000
3529 -11.0000000000
3650 -10.0000000000
3729 -9.0000000000
3827 -8.0000000000
3994 -7.0000000000
4268 -6.0000000000
4388 -5.0000000000
4557 -4.0000000000
4699 -3.0000000000
4748 -2.0000000000
4912 -1.0000000000
5012 303.1100000000
5029 324.9400000000
5062 329.6700000000
5068 341.3500000000
5097 344.8900000000
5151 346.4000000000
5208 350.2300000000
5303 353.0300000000
5336 362.7900000000
6128 366.5500000000
6171 366.5600000000
6204 369.9400000000
6296 375.4500000000
6394 386.0500000000
6500 386.2700000000
6599 391.5700000000
6864 392.4100000000
7213 449.4700000000
7262 459.9000000000
7271 468.7900000000
7451 469.8500000000
7485 473.6700000000
7541 483.2200000000
7578 484.9600000000
7592 488.3300000000
8175 502.5300000000
8226 566.0300000000
8241 569.2000000000
8264 586.8600000000
8273 588.6000000000
8297 590.3600000000
8299 591.1700000000
8301 593.6900000000
8303 593.7600000000
8311 594.8400000000
8394 597.9700000000
8413 599.1800000000
8418 601.1900000000
8465 605.5400000000
8477 614.5300000000
8811 615.0000000000
8816 620.7200000000
8870 626.1700000000
8962 626.6900000000
9114 628.4300000000
9274 636.5700000000
9782 648.5500000000
9822 653.0900000000
9901 653.8300000000
9953 665.7500000000
10000 619.3900000000
evaluations raw_y
1 -107.0000000000
13 -85.0000000000
71 -83.0000000000
83 -82.0000000000
99 -77.0000000000
121 -74.0000000000
146 -70.0000000000
161 -69.0000000000
199 -68.0000000000
212 -66.0000000000
219 -65.0000000000
234 -64.0000000000
254 -63.0000000000
288 -62.0000000000
323 -60.0000000000
361 -59.0000000000
379 -58.0000000000
382 -57.0000000000
429 -56.0000000000
456 -55.0000000000
503 -54.0000000000
691 -53.0000000000
791 -52.0000000000
837 -51.0000000000
948 -50.0000000000
1023 -49.0000000000
1084 -48.0000000000
1321 -47.0000000000
1382 -46.0000000000
1479 -45.0000000000
1496 -44.0000000000
1591 -43.0000000000
1688 -42.0000000000
1748 -41.0000000000
1855 -40.0000000000
1980 -39.0000000000
2053 -38.0000000000
2075 -37.0000000000
2115 -36.0000000000
2260 -35.0000000000
2455 -34.0000000000
2536 -33.0000000000
2590 -32.0000000000
2765 -31.0000000000
2877 -30.0000000000
2905 -29.0000000000
3035 -28.0000000000
3102 -27.0000000000
3149 -26.0000000000
3172 -25.0000000000
3217 -23.0000000000
3271 -22.0000000000
3549 -21.0000000000
3732 -20.0000000000
3841 -19.0000000000
3863 -18.0000000000
3907 -17.0000000000
3954 -16.0000000000
3982 -15.0000000000
4052 -14.0000000000
4251 -13.0000000000
4594 -12.0000000000
4901 -11.0000000000
5074 -10.0000000000
5370 -9.0000000000
5478 -8.0000000000
5989 -7.0000000000
6071 -6.0000000000
6189 -5.0000000000
6313 -4.0000000000
6348 -3.0000000000
6460 -2.0000000000
6553 -1.0000000000
6641 282.2200000000
6677 294.7700000000
6696 302.5000000000
6703 306.9000000000
6753 307.0100000000
6755 308.4400000000
6841 308.4800000000
6863 313.2800000000
6899 314.3800000000
6960 314.4900000000
7120 321.2100000000
7261 367.9700000000
7380 406.1200000000
7425 409.8800000000
7615 416.5200000000
8075 423.4300000000
8429 435.6800000000
8845 501.9600000000
8892 503.3500000000
8909 503.4500000000
8975 504.2500000000
8987 510.8100000000
9011 522.1200000000
9302 529.9700000000
9391 622.4100000000
9422 634.3700000000
9427 667.5300000000
9979 667.5700000000
10000 609.9500000000
evaluations raw_y
1 -1623.0000000000
4 -1313.0000000000
5 44.5400000000
24 304.6600000000
41 341.5800000000
180 344.1100000000
241 360.8000000000
352 363.1200000000
404 395.7400000000
481 402.6300000000
524 425.0800000000
653 430.1300000000
675 462.3100000000
715 465.6200000000
743 470.2500000000
778 486.3500000000
782 517.9600000000
837 525.5800000000
940 535.1200000000
975 544.2100000000
1002 552.4300000000
1041 561.8700000000
1116 591.8000000000
1183 612.8800000000
1221 665.3600000000
1282 675.6600000000
1349 682.8200000000
1365 684.8900000000
1391 685.5900000000
1403 687.0900000000
1405 705.7600000000
1679 715.4400000000
1788 725.1400000000
1821 746.1100000000
1913 749.8700000000
